NetID,Classification,StudentSchoolName
SXR707710,Senior,School of Behavioral and Brain Sciences
TXA947388,Senior,School of Behavioral and Brain Sciences
TXM964856,Junior,School of Behavioral and Brain Sciences
LXJ725183,Sophomore,School of Behavioral and Brain Sciences
KXL546550,Junior,School of Behavioral and Brain Sciences
KXM687161,Sophomore,School of Behavioral and Brain Sciences
SXS240767,Freshmen,School of Behavioral and Brain Sciences
RXE330683,Freshmen,School of Behavioral and Brain Sciences
EXB886455,Sophomore,School of Behavioral and Brain Sciences
EXP137942,Freshmen,School of Behavioral and Brain Sciences
AXK513571,Senior,School of Behavioral and Brain Sciences
BXI936279,Junior,School of Behavioral and Brain Sciences
JXC218444,Senior,School of Behavioral and Brain Sciences
FXK235618,Freshmen,School of Behavioral and Brain Sciences
WXD400772,Freshmen,School of Behavioral and Brain Sciences
KXG685391,Sophomore,School of Behavioral and Brain Sciences
AXM760225,Freshmen,School of Behavioral and Brain Sciences
GXS523677,Sophomore,School of Behavioral and Brain Sciences
KXK554732,Junior,School of Behavioral and Brain Sciences
LXN149409,Senior,School of Behavioral and Brain Sciences
FXW850920,Junior,School of Behavioral and Brain Sciences
CXO192864,Freshmen,School of Behavioral and Brain Sciences
LXS330122,Junior,School of Behavioral and Brain Sciences
EXA439532,Senior,School of Behavioral and Brain Sciences
CXB325369,Freshmen,School of Behavioral and Brain Sciences
CXM340400,Sophomore,School of Behavioral and Brain Sciences
EXA655404,Junior,School of Behavioral and Brain Sciences
JXE988609,Freshmen,School of Behavioral and Brain Sciences
TXT850043,Senior,School of Behavioral and Brain Sciences
TXP966266,Sophomore,School of Behavioral and Brain Sciences
ZXK478552,Junior,School of Behavioral and Brain Sciences
CXR365338,Freshmen,School of Behavioral and Brain Sciences
GXC905043,Freshmen,School of Behavioral and Brain Sciences
CXL241057,Sophomore,School of Behavioral and Brain Sciences
LXB458653,Sophomore,School of Behavioral and Brain Sciences
ZXS757073,Junior,School of Behavioral and Brain Sciences
DXM853418,Senior,School of Behavioral and Brain Sciences
LXH449452,Senior,School of Behavioral and Brain Sciences
EXW615978,Freshmen,School of Behavioral and Brain Sciences
SXT182497,Senior,School of Behavioral and Brain Sciences
RXB988825,Sophomore,School of Behavioral and Brain Sciences
KXH597974,Senior,School of Behavioral and Brain Sciences
MXL838161,Freshmen,School of Behavioral and Brain Sciences
RXB124473,Sophomore,School of Behavioral and Brain Sciences
NXT808848,Freshmen,School of Behavioral and Brain Sciences
BXB298655,Junior,School of Behavioral and Brain Sciences
MXM873832,Sophomore,School of Behavioral and Brain Sciences
DXJ426075,Sophomore,School of Behavioral and Brain Sciences
HXT243851,Senior,School of Behavioral and Brain Sciences
TXT275418,Senior,School of Behavioral and Brain Sciences
EXL172156,Junior,School of Behavioral and Brain Sciences
JXM115997,Freshmen,School of Behavioral and Brain Sciences
HXA990409,Junior,School of Behavioral and Brain Sciences
EXS930568,Junior,School of Behavioral and Brain Sciences
BXE851786,Freshmen,School of Behavioral and Brain Sciences
ZXC313719,Freshmen,School of Behavioral and Brain Sciences
LXP649584,Junior,School of Behavioral and Brain Sciences
MXB537570,Junior,School of Behavioral and Brain Sciences
SXS245095,Freshmen,School of Behavioral and Brain Sciences
AXH496256,Senior,School of Behavioral and Brain Sciences
LXQ451513,Senior,School of Behavioral and Brain Sciences
EXB830703,Freshmen,School of Behavioral and Brain Sciences
FXL458230,Freshmen,School of Behavioral and Brain Sciences
DXV898002,Junior,School of Behavioral and Brain Sciences
CXC645362,Senior,School of Behavioral and Brain Sciences
AXG510270,Freshmen,School of Behavioral and Brain Sciences
CXM892887,Freshmen,Erik Jonsson School of Engineering and Computer Science
MXD188624,Junior,Erik Jonsson School of Engineering and Computer Science
JXC560284,Junior,Erik Jonsson School of Engineering and Computer Science
OXM693669,Senior,Erik Jonsson School of Engineering and Computer Science
PXC485272,Junior,Erik Jonsson School of Engineering and Computer Science
AXB740806,Sophomore,Erik Jonsson School of Engineering and Computer Science
EXR511063,Freshmen,Erik Jonsson School of Engineering and Computer Science
JXD760847,Junior,Erik Jonsson School of Engineering and Computer Science
KXC268115,Sophomore,Erik Jonsson School of Engineering and Computer Science
FXB316617,Sophomore,Erik Jonsson School of Engineering and Computer Science
WXG977779,Senior,Erik Jonsson School of Engineering and Computer Science
CXR572990,Sophomore,Erik Jonsson School of Engineering and Computer Science
OXM368570,Sophomore,Erik Jonsson School of Engineering and Computer Science
GXB631089,Sophomore,Erik Jonsson School of Engineering and Computer Science
ZXT414860,Junior,Erik Jonsson School of Engineering and Computer Science
TXA972465,Senior,Erik Jonsson School of Engineering and Computer Science
KXP796310,Junior,Erik Jonsson School of Engineering and Computer Science
DXM658237,Sophomore,Erik Jonsson School of Engineering and Computer Science
BXS450488,Senior,Erik Jonsson School of Engineering and Computer Science
DXB262453,Freshmen,Erik Jonsson School of Engineering and Computer Science
BXG983236,Freshmen,Erik Jonsson School of Engineering and Computer Science
DXN932165,Junior,Erik Jonsson School of Engineering and Computer Science
GXM820061,Sophomore,Erik Jonsson School of Engineering and Computer Science
EXM643096,Freshmen,Erik Jonsson School of Engineering and Computer Science
SXG912124,Sophomore,Erik Jonsson School of Engineering and Computer Science
LXB211002,Junior,Erik Jonsson School of Engineering and Computer Science
PXA274381,Freshmen,Erik Jonsson School of Engineering and Computer Science
BXV388860,Freshmen,Erik Jonsson School of Engineering and Computer Science
GXH499119,Junior,Erik Jonsson School of Engineering and Computer Science
CXG254215,Senior,Erik Jonsson School of Engineering and Computer Science
KXC170161,Sophomore,Erik Jonsson School of Engineering and Computer Science
GXP819484,Freshmen,Erik Jonsson School of Engineering and Computer Science
LXR377728,Junior,Erik Jonsson School of Engineering and Computer Science
OXW399227,Senior,Erik Jonsson School of Engineering and Computer Science
TXR770537,Freshmen,Erik Jonsson School of Engineering and Computer Science
FXF637669,Freshmen,Erik Jonsson School of Engineering and Computer Science
CXM284681,Junior,Erik Jonsson School of Engineering and Computer Science
FXF146577,Freshmen,Erik Jonsson School of Engineering and Computer Science
MXC675089,Freshmen,Erik Jonsson School of Engineering and Computer Science
CXN481937,Sophomore,Erik Jonsson School of Engineering and Computer Science
FXI568491,Senior,Erik Jonsson School of Engineering and Computer Science
FXA772322,Senior,Erik Jonsson School of Engineering and Computer Science
CXT430161,Freshmen,Erik Jonsson School of Engineering and Computer Science
JXW291281,Senior,Erik Jonsson School of Engineering and Computer Science
VXB992102,Junior,Erik Jonsson School of Engineering and Computer Science
MXM673414,Freshmen,Erik Jonsson School of Engineering and Computer Science
GXL698993,Sophomore,Erik Jonsson School of Engineering and Computer Science
VXM976625,Freshmen,Erik Jonsson School of Engineering and Computer Science
MXT856901,Sophomore,Erik Jonsson School of Engineering and Computer Science
JXS395486,Sophomore,Erik Jonsson School of Engineering and Computer Science
KXV978322,Junior,Erik Jonsson School of Engineering and Computer Science
BXG271855,Sophomore,Erik Jonsson School of Engineering and Computer Science
TXR168620,Sophomore,Erik Jonsson School of Engineering and Computer Science
SXA562289,Senior,Erik Jonsson School of Engineering and Computer Science
FXH332510,Freshmen,Erik Jonsson School of Engineering and Computer Science
RXS951711,Junior,Erik Jonsson School of Engineering and Computer Science
MXL899590,Freshmen,Erik Jonsson School of Engineering and Computer Science
WXA340338,Junior,Erik Jonsson School of Engineering and Computer Science
CXC312714,Senior,Erik Jonsson School of Engineering and Computer Science
HXE997112,Sophomore,Erik Jonsson School of Engineering and Computer Science
MXS315071,Junior,Erik Jonsson School of Engineering and Computer Science
FXR297864,Senior,Erik Jonsson School of Engineering and Computer Science
BXB956526,Freshmen,Erik Jonsson School of Engineering and Computer Science
JXI154508,Senior,Erik Jonsson School of Engineering and Computer Science
MXD272124,Junior,Erik Jonsson School of Engineering and Computer Science
BXL854269,Senior,Erik Jonsson School of Engineering and Computer Science
RXL677456,Senior,Erik Jonsson School of Engineering and Computer Science
BXD782658,Junior,Erik Jonsson School of Engineering and Computer Science
PXO687943,Freshmen,Erik Jonsson School of Engineering and Computer Science
BXS732910,Freshmen,Erik Jonsson School of Engineering and Computer Science
CXP102982,Freshmen,Erik Jonsson School of Engineering and Computer Science
VXM300947,Sophomore,Erik Jonsson School of Engineering and Computer Science
PXP786908,Senior,Erik Jonsson School of Engineering and Computer Science
LXH117679,Freshmen,Erik Jonsson School of Engineering and Computer Science
HXB755827,Senior,Erik Jonsson School of Engineering and Computer Science
CXF630432,Sophomore,Erik Jonsson School of Engineering and Computer Science
MXP630207,Junior,Erik Jonsson School of Engineering and Computer Science
MXH327163,Sophomore,Erik Jonsson School of Engineering and Computer Science
PXP185451,Senior,Erik Jonsson School of Engineering and Computer Science
DXT922846,Junior,Erik Jonsson School of Engineering and Computer Science
MXB912194,Junior,Erik Jonsson School of Engineering and Computer Science
JXP279545,Senior,Erik Jonsson School of Engineering and Computer Science
HXP451948,Sophomore,Erik Jonsson School of Engineering and Computer Science
KXD476957,Junior,Erik Jonsson School of Engineering and Computer Science
WXC830943,Junior,Erik Jonsson School of Engineering and Computer Science
AXJ734088,Junior,Erik Jonsson School of Engineering and Computer Science
NXW482011,Senior,Erik Jonsson School of Engineering and Computer Science
EXL961045,Senior,Erik Jonsson School of Engineering and Computer Science
CXB950509,Sophomore,Erik Jonsson School of Engineering and Computer Science
PXC265334,Freshmen,Erik Jonsson School of Engineering and Computer Science
JXf262316,Junior,Erik Jonsson School of Engineering and Computer Science
SXC509389,Freshmen,Erik Jonsson School of Engineering and Computer Science
BXD887044,Sophomore,Erik Jonsson School of Engineering and Computer Science
EXK312878,Freshmen,Erik Jonsson School of Engineering and Computer Science
QXJ367347,Junior,Erik Jonsson School of Engineering and Computer Science
NXL647235,Freshmen,Erik Jonsson School of Engineering and Computer Science
PXG256162,Junior,Erik Jonsson School of Engineering and Computer Science
EXS469367,Senior,Erik Jonsson School of Engineering and Computer Science
KXB530529,Sophomore,Erik Jonsson School of Engineering and Computer Science
GXH712957,Sophomore,Erik Jonsson School of Engineering and Computer Science
CXW456191,Junior,Erik Jonsson School of Engineering and Computer Science
PXM493821,Junior,Erik Jonsson School of Engineering and Computer Science
SXH439538,Freshmen,Erik Jonsson School of Engineering and Computer Science
GXF640597,Junior,Erik Jonsson School of Engineering and Computer Science
PXR206724,Senior,Erik Jonsson School of Engineering and Computer Science
DXM333522,Senior,Erik Jonsson School of Engineering and Computer Science
MXM960727,Senior,Erik Jonsson School of Engineering and Computer Science
TXL895509,Senior,Erik Jonsson School of Engineering and Computer Science
MXM605756,Senior,Erik Jonsson School of Engineering and Computer Science
DXM156024,Senior,Erik Jonsson School of Engineering and Computer Science
MXH561474,Freshmen,Erik Jonsson School of Engineering and Computer Science
EXL724060,Sophomore,Erik Jonsson School of Engineering and Computer Science
HXA596604,Junior,Erik Jonsson School of Engineering and Computer Science
MXS608678,Junior,Erik Jonsson School of Engineering and Computer Science
CXI930724,Sophomore,Erik Jonsson School of Engineering and Computer Science
TXM716037,Freshmen,Erik Jonsson School of Engineering and Computer Science
KXR712047,Junior,Erik Jonsson School of Engineering and Computer Science
NXW863775,Sophomore,Erik Jonsson School of Engineering and Computer Science
CXR236852,Freshmen,Erik Jonsson School of Engineering and Computer Science
GXR183008,Freshmen,Erik Jonsson School of Engineering and Computer Science
KXB968221,Freshmen,Erik Jonsson School of Engineering and Computer Science
HXF140817,Senior,Erik Jonsson School of Engineering and Computer Science
BXS852780,Sophomore,Erik Jonsson School of Engineering and Computer Science
YXI892332,Senior,Erik Jonsson School of Engineering and Computer Science
PXE875716,Senior,Erik Jonsson School of Engineering and Computer Science
PXD833274,Freshmen,Erik Jonsson School of Engineering and Computer Science
NXO858528,Freshmen,Erik Jonsson School of Engineering and Computer Science
IXT342504,Sophomore,Erik Jonsson School of Engineering and Computer Science
EXA528320,Senior,Erik Jonsson School of Engineering and Computer Science
BXH713997,Freshmen,Erik Jonsson School of Engineering and Computer Science
JXM955636,Junior,Erik Jonsson School of Engineering and Computer Science
OXL734238,Sophomore,Erik Jonsson School of Engineering and Computer Science
SXD291043,Junior,Erik Jonsson School of Engineering and Computer Science
OXJ216565,Senior,Erik Jonsson School of Engineering and Computer Science
EXW638427,Senior,Erik Jonsson School of Engineering and Computer Science
PXB534714,Senior,Erik Jonsson School of Engineering and Computer Science
PXH520937,Freshmen,Erik Jonsson School of Engineering and Computer Science
FXG725505,Freshmen,Erik Jonsson School of Engineering and Computer Science
VXB117253,Junior,Erik Jonsson School of Engineering and Computer Science
JXK926365,Freshmen,Erik Jonsson School of Engineering and Computer Science
